gender,age,parental_education_level,family_income,daily_study_hours,attendance_rate,sleep_hours,stress_level,motivation_score,private_tutoring,internet_quality,math_score,reading_score,writing_score,pass_fail
Male,19,7,35000.0,5.1,0.97,7.3,6.0,62,False,2,76,77,69,Pass
Male,16,2,40000.0,2.8,0.831,7.3,6.0,40,False,3,43,27,37,Fail
Female,16,4,30000.0,3.7,0.953,8.1,6.0,23,True,3,58,39,57,Fail
Male,18,5,35000.0,4.0,0.985,8.9,,64,False,2,80,74,61,Pass
Female,19,3,20000.0,3.1,0.908,8.0,5.0,41,True,3,63,88,81,Pass
Female,18,4,40000.0,3.9,0.841,7.2,6.0,60,True,3,81,94,59,Pass
Female,17,3,50000.0,3.0,0.937,7.3,4.0,71,False,3,55,70,45,Fail
Male,19,5,75000.0,5.2,0.944,6.0,7.0,65,False,3,59,63,63,Pass
Female,19,2,25000.0,2.7,0.816,7.4,6.0,42,True,3,55,47,59,Fail
Female,21,6,100000.0,4.9,0.885,6.7,5.0,55,False,4,58,65,73,Pass
Female,19,3,25000.0,3.1,0.914,7.3,5.0,62,False,3,69,70,71,Pass
Female,15,5,80000.0,4.3,0.973,7.3,4.0,29,True,3,72,80,75,Pass
Female,18,4,65000.0,4.3,0.867,8.4,4.0,62,True,3,90,82,92,Pass
Female,18,5,45000.0,4.2,0.957,7.2,8.0,50,False,2,59,51,56,Fail
Male,19,5,65000.0,3.5,0.893,9.2,6.0,45,False,3,39,54,58,Fail
Female,20,5,100000.0,3.7,1.0,5.6,5.0,42,True,3,50,57,54,Fail
Male,19,5,75000.0,4.0,0.895,7.5,3.0,58,False,2,88,72,77,Pass
Female,20,1,15000.0,3.1,0.895,,5.0,40,False,2,44,40,52,Fail
Female,19,2,20000.0,3.0,0.842,8.0,3.0,52,False,2,66,62,42,Fail
Male,17,3,20000.0,2.9,0.905,9.3,3.0,52,False,4,64,71,69,Pass
Female,18,6,55000.0,3.7,0.845,8.4,6.0,63,True,1,72,56,82,Pass
Male,17,7,75000.0,4.0,0.915,6.8,4.0,61,False,3,56,81,59,Pass
Female,17,5,75000.0,3.6,0.996,7.4,4.0,64,False,2,68,80,54,Pass
Male,18,4,30000.0,3.7,0.952,7.9,5.0,44,False,2,50,71,48,Fail
Female,17,5,40000.0,5.9,0.81,7.8,7.0,49,False,3,60,61,72,Pass
Male,19,5,35000.0,4.4,0.85,8.3,6.0,33,False,4,64,63,60,Pass
Female,18,6,35000.0,4.1,0.829,9.3,3.0,63,False,3,67,82,77,Pass
Female,16,2,15000.0,2.8,0.833,6.6,4.0,64,False,2,44,52,52,Fail
Female,15,1,40000.0,3.0,0.856,10.1,,25,False,3,54,37,41,Fail
Female,17,2,30000.0,3.1,0.882,8.3,5.0,41,False,3,53,58,48,Fail
Female,20,6,115000.0,3.9,0.873,9.0,4.0,70,False,5,81,83,78,Pass
Female,16,5,70000.0,4.2,0.915,8.6,4.0,52,False,3,76,84,76,Pass
Male,20,5,80000.0,4.6,0.955,8.0,8.0,53,False,4,67,48,55,Fail
Female,17,2,20000.0,2.7,0.806,8.0,5.0,55,False,2,61,54,37,Fail
Male,19,5,60000.0,3.5,0.817,7.7,3.0,65,False,3,64,64,71,Pass
Female,19,4,30000.0,3.2,0.819,8.7,6.0,58,False,2,40,64,40,Fail
Male,17,2,30000.0,3.0,0.793,6.1,6.0,46,False,4,38,37,22,Fail
Female,17,3,60000.0,3.5,0.957,9.0,4.0,23,False,4,55,50,56,Fail
Female,18,5,55000.0,4.6,0.887,6.9,7.0,46,False,3,55,55,61,Fail
Male,18,7,75000.0,4.3,0.864,8.3,6.0,61,True,2,93,85,66,Pass
Female,17,5,40000.0,3.5,1.0,8.6,4.0,58,False,3,97,84,70,Pass
Female,18,3,15000.0,3.6,0.827,7.8,5.0,38,True,3,75,53,69,Pass
Female,18,3,25000.0,3.0,1.0,6.4,7.0,62,False,3,61,53,55,Fail
Female,16,3,45000.0,3.0,0.862,7.8,2.0,59,False,4,74,71,61,Pass
Female,18,5,50000.0,5.1,0.81,6.8,8.0,49,False,3,61,54,48,Fail
Female,17,4,160000.0,3.2,0.819,7.2,6.0,43,True,4,66,59,76,Pass
Male,21,1,15000.0,2.4,0.885,8.0,3.0,54,False,3,53,49,60,Fail
Male,17,2,50000.0,3.2,0.892,7.8,6.0,57,False,3,58,42,59,Fail
Male,17,5,115000.0,4.2,0.852,7.6,7.0,40,False,3,43,53,32,Fail
Female,18,4,40000.0,7.1,0.922,7.6,5.0,48,False,2,85,70,80,Pass
Male,18,5,35000.0,3.9,0.869,7.1,5.0,50,False,2,51,55,50,Fail
Female,21,6,60000.0,5.1,0.841,7.3,4.0,58,True,3,76,94,93,Pass
Female,19,5,65000.0,4.2,0.913,7.2,,82,False,3,79,86,73,Pass
Male,18,4,30000.0,6.0,0.911,6.9,7.0,46,False,4,77,72,59,Pass
Female,17,3,95000.0,3.4,0.878,7.4,2.0,35,False,2,53,60,53,Fail
Female,19,2,25000.0,2.6,0.768,8.7,6.0,40,False,2,43,24,38,Fail
Male,16,1,30000.0,2.4,0.859,7.9,4.0,29,True,3,53,47,77,Fail
Male,18,2,20000.0,3.2,0.904,7.7,4.0,54,True,3,66,73,74,Pass
Male,18,7,55000.0,5.3,0.975,8.7,8.0,40,False,3,72,69,68,Pass
Male,20,4,25000.0,3.5,0.934,7.7,5.0,60,True,1,82,73,85,Pass
Male,20,5,65000.0,3.6,0.887,6.2,4.0,62,False,3,70,46,66,Pass
Female,17,6,55000.0,4.4,0.959,6.8,4.0,37,False,4,60,62,74,Pass
Male,16,6,65000.0,4.0,0.982,,9.0,68,False,3,58,63,80,Pass
Male,19,2,,2.6,0.898,7.4,6.0,62,False,3,72,45,44,Fail
Female,18,3,25000.0,3.0,0.969,9.2,3.0,49,False,3,75,74,66,Pass
Female,18,3,60000.0,3.0,0.846,8.1,4.0,47,True,2,74,60,86,Pass
Female,20,3,40000.0,4.4,0.927,7.1,6.0,57,False,3,83,68,53,Pass
Female,22,5,50000.0,3.5,0.828,7.2,6.0,63,False,3,48,58,40,Fail
Male,21,5,50000.0,3.8,0.946,7.1,7.0,45,True,4,64,71,58,Pass
Male,22,5,125000.0,3.6,0.835,7.9,5.0,58,False,5,74,74,71,Pass
Female,18,2,30000.0,3.2,0.965,7.7,4.0,42,True,4,66,54,66,Pass
Female,15,4,55000.0,3.2,0.899,9.0,3.0,62,False,3,77,57,78,Pass
Female,18,5,30000.0,4.2,0.936,6.8,5.0,48,False,2,65,68,70,Pass
Male,17,1,15000.0,3.5,0.787,,6.0,18,False,2,24,35,21,Fail
Female,19,5,40000.0,4.2,0.841,9.4,4.0,56,False,3,73,67,78,Pass
Female,18,4,20000.0,3.5,0.912,7.7,5.0,29,True,4,71,62,74,Pass
Male,18,3,40000.0,2.9,0.88,8.9,6.0,31,True,3,50,54,64,Fail
Female,17,2,35000.0,2.8,0.93,,5.0,63,False,3,58,56,64,Fail
Female,18,2,25000.0,2.7,0.914,8.4,3.0,50,True,3,66,89,73,Pass
Male,21,3,25000.0,3.0,0.888,6.0,6.0,56,True,2,74,45,58,Fail
Male,15,3,50000.0,3.6,0.826,8.6,3.0,39,True,3,75,88,70,Pass
Female,17,3,25000.0,3.9,0.86,8.1,6.0,57,False,3,55,54,51,Fail
Male,17,3,30000.0,3.3,0.791,8.3,5.0,56,False,2,69,49,51,Fail
Male,21,6,75000.0,4.8,0.951,7.5,5.0,86,True,3,97,96,100,Pass
Male,17,2,50000.0,3.0,0.97,6.5,4.0,33,False,3,44,36,41,Fail
Male,21,1,25000.0,3.0,0.869,6.5,6.0,24,False,3,31,32,24,Fail
Female,21,4,60000.0,5.4,0.814,7.3,6.0,32,True,3,77,77,69,Pass
Female,19,4,30000.0,3.6,0.833,5.8,6.0,58,True,2,49,58,60,Fail
Male,19,2,20000.0,3.3,0.94,8.6,3.0,65,False,2,89,68,80,Pass
Female,22,2,25000.0,3.0,0.862,7.1,3.0,43,False,3,25,51,53,Fail
Female,16,2,25000.0,3.0,0.869,6.9,4.0,27,False,3,55,25,42,Fail
Male,15,2,40000.0,2.8,0.793,7.4,6.0,45,False,3,36,49,31,Fail
Female,20,6,65000.0,3.7,0.93,,4.0,48,False,3,67,54,50,Fail
Male,22,2,25000.0,3.0,0.83,7.6,5.0,41,False,4,49,54,44,Fail
Female,18,3,20000.0,3.0,0.824,7.4,5.0,39,False,3,32,31,52,Fail
Female,17,3,60000.0,3.0,0.977,6.8,3.0,58,False,4,62,72,68,Pass
Female,18,5,50000.0,4.8,0.969,6.9,8.0,35,False,3,48,50,58,Fail
Male,17,6,100000.0,5.2,0.974,6.7,4.0,58,False,2,81,77,69,Pass
Female,21,6,,4.6,0.882,6.8,9.0,48,True,5,76,82,61,Pass
Male,18,3,45000.0,3.3,0.883,7.4,5.0,40,False,3,56,59,22,Fail
Male,18,6,135000.0,4.3,0.945,7.3,7.0,51,False,4,68,75,48,Pass
Male,21,2,25000.0,3.4,0.913,7.8,4.0,62,False,3,80,60,63,Pass
Female,19,5,55000.0,3.5,0.936,7.0,,62,True,3,74,75,76,Pass
Male,16,5,140000.0,3.7,0.791,6.6,3.0,59,True,3,86,92,77,Pass
Female,17,4,45000.0,4.0,0.965,8.3,,48,False,4,61,67,51,Fail
Female,17,4,45000.0,3.3,0.849,9.2,2.0,50,False,1,55,60,59,Fail
Male,18,3,,3.7,0.998,7.4,2.0,51,False,3,61,96,81,Pass
Male,16,2,15000.0,2.7,0.81,7.7,4.0,43,True,2,61,51,60,Fail
Male,16,5,115000.0,4.2,0.889,7.2,7.0,46,False,3,62,47,45,Fail
Female,17,4,60000.0,4.6,0.971,,5.0,43,False,3,73,57,70,Pass
Female,18,5,85000.0,3.8,0.885,8.7,5.0,71,False,3,77,79,65,Pass
Male,19,2,45000.0,2.6,0.922,8.3,5.0,48,True,2,81,64,81,Pass
Female,20,6,120000.0,4.3,0.826,7.0,6.0,47,True,3,68,74,88,Pass
Male,18,1,25000.0,3.5,0.87,8.6,5.0,40,False,3,53,55,42,Fail
Female,19,6,50000.0,4.0,1.0,9.1,4.0,58,False,3,94,84,88,Pass
Female,18,4,85000.0,3.2,0.963,6.9,5.0,49,True,3,68,73,71,Pass
Female,17,2,30000.0,2.8,0.976,8.3,7.0,41,False,3,48,46,45,Fail
Female,17,2,30000.0,3.1,1.0,,4.0,42,False,3,77,39,58,Fail
Female,17,3,40000.0,2.9,0.953,8.7,4.0,44,True,3,79,82,66,Pass
Male,20,5,90000.0,4.5,0.85,7.1,5.0,62,False,4,77,82,79,Pass
Male,17,3,20000.0,3.2,0.751,8.1,5.0,46,False,3,53,46,52,Fail
Male,17,5,85000.0,4.3,0.91,8.5,6.0,52,True,3,84,87,88,Pass
Female,16,1,15000.0,3.2,0.932,7.8,8.0,17,False,3,32,34,39,Fail
Female,20,5,55000.0,3.7,0.799,7.9,5.0,48,False,3,46,48,48,Fail
Female,16,6,60000.0,4.3,0.872,8.0,6.0,59,True,3,98,69,71,Pass
Female,19,4,25000.0,3.2,0.904,7.5,6.0,51,False,2,41,63,46,Fail
Male,20,2,20000.0,2.7,0.819,8.4,4.0,63,False,3,72,58,64,Pass
Female,17,7,85000.0,4.2,1.0,7.8,4.0,73,False,3,90,95,86,Pass
Male,19,3,25000.0,4.1,0.937,,5.0,43,False,4,63,57,71,Pass
Male,17,2,35000.0,3.2,0.881,7.7,3.0,28,False,2,40,44,51,Fail
Female,18,2,25000.0,2.8,0.895,7.2,5.0,26,False,2,40,22,30,Fail
Female,17,3,35000.0,3.0,0.956,7.3,3.0,42,True,3,74,94,75,Pass
Female,17,2,45000.0,3.5,0.814,8.6,3.0,44,False,4,57,64,54,Fail
Male,17,5,170000.0,3.8,0.994,5.7,4.0,56,True,5,79,81,81,Pass
Female,19,2,65000.0,4.2,0.867,7.1,5.0,35,True,4,77,59,68,Pass
Male,16,3,35000.0,3.4,0.764,8.5,7.0,29,False,3,21,25,44,Fail
Female,19,3,,3.6,0.983,5.9,7.0,32,False,3,29,36,43,Fail
Female,17,3,15000.0,3.6,0.882,8.4,3.0,72,False,2,81,65,80,Pass
Male,21,3,15000.0,3.7,0.835,7.6,5.0,45,True,3,68,62,57,Pass
Male,17,2,,2.6,0.876,8.6,5.0,35,False,3,48,36,36,Fail
Male,20,7,40000.0,5.1,0.847,8.3,7.0,48,False,3,58,64,60,Pass
Female,18,2,60000.0,2.6,0.89,8.1,4.0,51,False,3,65,35,62,Fail
Male,17,3,55000.0,3.6,0.871,8.7,4.0,68,False,3,69,58,79,Pass
Female,19,2,30000.0,3.5,0.786,6.4,8.0,37,False,2,28,31,42,Fail
Female,20,5,50000.0,3.5,0.858,8.4,4.0,49,False,3,61,73,69,Pass
Female,20,5,,3.8,0.838,7.3,4.0,50,False,3,60,52,65,Fail
Male,19,7,55000.0,4.1,0.849,7.3,5.0,48,False,3,49,74,72,Pass
Female,17,6,25000.0,5.3,0.908,7.9,7.0,76,False,2,73,84,83,Pass
Male,20,7,75000.0,4.2,0.83,7.8,5.0,71,False,3,68,77,81,Pass
Female,16,3,30000.0,3.4,0.921,7.3,4.0,38,False,3,45,57,49,Fail
Female,19,5,,7.2,1.0,8.1,7.0,32,True,3,100,95,83,Pass
Female,16,4,40000.0,3.7,0.857,8.6,4.0,32,False,4,68,60,60,Pass
Female,18,2,15000.0,3.1,0.902,7.9,3.0,43,False,2,43,63,51,Fail
Male,18,3,55000.0,2.9,0.933,8.3,5.0,31,False,3,66,62,63,Pass
Female,19,1,20000.0,3.8,0.867,,5.0,21,False,3,39,58,33,Fail
Male,16,2,20000.0,3.1,0.951,7.7,5.0,20,False,4,45,43,34,Fail
Male,17,2,35000.0,3.9,0.911,7.0,5.0,39,True,2,64,72,73,Pass
Male,19,7,,4.7,0.792,,4.0,66,False,4,89,84,51,Pass
Male,18,2,15000.0,2.8,0.88,7.1,5.0,35,False,3,30,29,37,Fail
Male,16,5,60000.0,3.9,0.973,7.0,5.0,55,False,3,66,78,67,Pass
Male,15,3,50000.0,3.5,0.877,8.2,6.0,52,True,3,88,67,86,Pass
Male,22,6,240000.0,4.4,0.882,7.4,5.0,45,False,4,76,84,48,Pass
Female,20,1,15000.0,2.6,0.741,5.7,6.0,44,False,3,10,16,22,Fail
Female,19,4,70000.0,3.3,0.968,6.7,6.0,45,False,3,54,44,48,Fail
Male,20,4,25000.0,3.2,0.984,8.5,,42,False,2,77,79,78,Pass
Male,20,3,15000.0,3.9,0.915,6.7,,44,False,3,72,80,48,Pass
Male,22,5,45000.0,3.6,0.97,6.1,6.0,46,False,3,54,51,51,Fail
Female,19,4,95000.0,3.2,0.867,6.1,6.0,44,False,4,52,49,57,Fail
Male,19,5,85000.0,3.8,0.969,9.0,6.0,34,True,3,82,81,74,Pass
Male,18,6,60000.0,5.0,0.875,6.6,5.0,43,False,3,59,62,44,Fail
Male,18,2,20000.0,4.4,0.902,,6.0,40,False,1,57,51,57,Fail
Male,20,3,25000.0,3.1,0.743,8.2,7.0,24,False,3,16,12,41,Fail
Male,18,2,25000.0,2.7,0.772,8.1,3.0,52,False,3,53,44,53,Fail
Female,17,3,15000.0,3.1,0.806,7.5,4.0,62,False,3,56,48,55,Fail
Female,19,6,65000.0,3.8,0.841,7.9,4.0,83,False,4,79,79,72,Pass
Female,20,2,30000.0,4.0,0.873,7.7,5.0,33,False,3,51,42,51,Fail
Female,20,4,50000.0,4.0,0.89,6.8,5.0,39,True,3,68,75,65,Pass
Female,20,4,40000.0,3.8,0.869,8.6,4.0,58,False,3,84,75,74,Pass
Male,17,6,25000.0,4.4,0.847,8.4,6.0,47,False,2,50,66,56,Fail
Female,18,7,110000.0,4.4,0.955,9.2,4.0,65,False,4,100,73,95,Pass
Female,18,2,,2.8,0.925,8.4,3.0,36,False,2,49,46,48,Fail
Male,18,3,35000.0,3.3,0.916,5.4,6.0,27,False,3,29,39,27,Fail
Female,18,5,75000.0,3.5,0.912,7.3,7.0,63,True,3,85,76,67,Pass
Male,16,4,40000.0,3.2,1.0,8.5,5.0,48,False,2,65,65,51,Pass
Female,19,2,20000.0,3.6,0.876,8.7,3.0,22,False,3,55,48,70,Fail
Female,18,3,15000.0,3.7,0.884,7.8,6.0,43,False,3,52,45,44,Fail
Female,18,5,,3.9,0.958,8.3,6.0,59,False,3,72,82,72,Pass
Female,15,3,75000.0,3.0,0.866,7.9,3.0,61,False,3,68,63,54,Pass
Female,18,4,80000.0,3.8,0.798,8.6,5.0,57,True,3,94,74,71,Pass
Female,17,3,35000.0,3.0,0.848,7.0,4.0,27,False,3,45,42,42,Fail
Female,17,2,45000.0,3.4,0.851,8.1,4.0,56,False,2,55,41,46,Fail
Male,17,2,15000.0,2.6,0.914,7.0,3.0,41,False,2,63,48,40,Fail
Female,16,5,40000.0,3.7,0.813,8.0,5.0,69,False,3,54,70,66,Pass
Female,16,5,90000.0,3.7,0.893,7.6,9.0,21,True,4,56,35,42,Fail
Male,20,5,35000.0,4.7,0.863,6.0,5.0,72,False,3,66,82,74,Pass
Male,20,2,,2.8,0.845,7.9,6.0,41,False,3,63,22,29,Fail
Female,19,5,45000.0,3.6,1.0,6.6,4.0,53,False,3,63,52,69,Pass
Male,19,5,135000.0,3.9,0.898,7.0,7.0,64,False,2,56,39,60,Fail
Male,22,5,,6.4,1.0,5.8,6.0,48,False,2,63,51,55,Fail
Male,19,2,20000.0,3.7,0.898,7.6,5.0,35,False,3,49,64,52,Fail
Male,15,4,15000.0,3.5,0.948,8.9,5.0,63,False,2,73,73,69,Pass
Male,17,4,95000.0,3.2,0.784,8.0,4.0,21,False,4,71,45,49,Fail
Female,17,1,20000.0,2.8,0.851,8.4,6.0,52,False,2,39,45,45,Fail
Male,21,2,35000.0,2.8,0.919,9.1,2.0,51,False,3,65,61,77,Pass
Female,20,2,20000.0,3.2,0.857,5.8,5.0,45,False,3,49,43,43,Fail
Female,18,3,35000.0,4.0,0.865,7.5,8.0,39,True,3,59,63,61,Pass
Male,18,2,35000.0,2.9,0.804,,4.0,43,False,3,50,61,44,Fail
Male,19,3,45000.0,4.2,0.974,6.3,7.0,55,False,4,74,45,67,Pass
Female,19,2,30000.0,2.8,0.814,7.0,5.0,48,False,4,60,53,53,Fail
Male,18,5,45000.0,3.9,0.925,9.3,3.0,49,False,2,70,78,52,Pass
Male,16,4,35000.0,3.4,0.862,,,73,False,3,67,85,82,Pass
Female,21,2,15000.0,2.9,0.836,7.2,5.0,42,False,2,36,37,36,Fail
Female,19,6,95000.0,4.4,0.996,6.7,5.0,36,False,3,66,69,58,Pass
Female,15,3,35000.0,3.5,0.855,8.0,5.0,43,False,3,61,63,52,Fail
Male,17,3,60000.0,3.0,0.77,7.8,7.0,46,False,2,30,38,38,Fail
Female,18,5,105000.0,4.2,0.941,6.8,5.0,49,True,3,60,66,83,Pass
Female,20,6,110000.0,5.3,0.871,6.8,5.0,55,False,3,71,67,75,Pass
Male,19,2,15000.0,2.6,0.895,8.1,5.0,35,False,3,59,30,53,Fail
Female,19,6,70000.0,4.1,0.981,8.7,8.0,58,False,3,67,68,65,Pass
Male,18,4,55000.0,3.5,0.929,7.6,5.0,50,False,4,70,62,74,Pass
Male,19,5,35000.0,3.4,0.911,9.8,4.0,32,False,3,65,78,57,Pass
Female,19,2,35000.0,2.9,0.889,7.6,4.0,45,False,3,50,39,46,Fail
Male,17,3,30000.0,3.9,0.844,7.7,5.0,62,False,3,63,57,57,Fail
Male,19,4,100000.0,3.3,0.915,8.6,6.0,49,True,3,81,56,69,Pass
Female,18,3,65000.0,3.4,0.828,7.7,4.0,45,False,3,54,52,55,Fail
Female,15,3,40000.0,4.1,0.874,8.6,4.0,44,False,3,59,72,63,Pass
Female,18,4,55000.0,5.0,0.939,6.7,5.0,50,True,3,78,74,80,Pass
Female,20,5,70000.0,5.7,0.806,6.6,6.0,61,False,3,64,81,75,Pass
Female,16,2,35000.0,4.3,0.996,8.6,6.0,43,False,3,59,70,45,Fail
Male,17,5,35000.0,4.0,0.935,8.1,4.0,60,False,2,76,66,69,Pass
Male,17,5,55000.0,4.4,0.931,7.4,5.0,45,False,4,70,71,57,Pass
Male,18,2,35000.0,2.7,0.945,8.4,4.0,60,False,3,57,71,66,Pass
Male,16,2,25000.0,2.6,0.91,6.6,6.0,29,False,3,33,42,22,Fail
Female,15,1,20000.0,2.4,0.841,8.6,4.0,49,False,3,45,54,48,Fail
Male,19,5,125000.0,5.3,0.906,6.9,7.0,50,False,4,75,53,58,Pass
Male,18,4,30000.0,3.2,0.831,9.4,4.0,45,True,4,82,85,98,Pass
Male,18,2,40000.0,2.8,0.811,5.9,5.0,27,False,2,10,24,14,Fail
Male,17,3,75000.0,4.5,0.825,9.1,6.0,36,False,3,43,58,71,Fail
Female,19,5,30000.0,3.5,0.895,9.0,5.0,59,False,4,48,61,82,Pass
Male,18,5,55000.0,3.9,0.93,8.1,4.0,56,True,4,93,98,73,Pass
Male,16,5,60000.0,4.1,0.883,8.4,4.0,36,False,3,73,65,60,Pass
Male,20,6,40000.0,3.8,0.883,7.4,5.0,49,False,3,49,57,56,Fail
Female,18,2,30000.0,3.0,0.861,8.2,5.0,53,False,3,38,67,40,Fail
Female,16,4,25000.0,3.9,0.95,7.5,5.0,40,True,2,69,76,70,Pass
Female,16,1,50000.0,2.7,0.809,8.8,4.0,31,False,2,54,41,59,Fail
Male,16,5,45000.0,3.9,0.814,8.7,3.0,43,True,3,76,80,66,Pass
Male,19,4,45000.0,4.0,0.842,6.3,6.0,49,False,4,60,49,50,Fail
Female,19,5,70000.0,3.9,0.868,7.6,4.0,66,False,3,67,66,78,Pass
Female,19,3,45000.0,3.1,0.714,8.9,3.0,63,False,4,59,63,62,Pass
Female,17,3,15000.0,3.0,0.947,9.0,6.0,34,False,3,52,46,48,Fail
Female,17,3,20000.0,3.1,0.83,7.6,6.0,27,False,2,25,40,35,Fail
Female,18,5,50000.0,3.9,1.0,8.7,5.0,66,False,3,80,81,82,Pass
Male,18,4,,4.4,0.92,7.7,6.0,48,False,2,73,79,56,Pass
Male,20,2,20000.0,4.4,0.892,7.3,4.0,55,False,3,67,58,70,Pass
Female,17,5,25000.0,3.7,0.844,7.4,5.0,55,True,2,91,83,69,Pass
Male,19,5,20000.0,4.7,0.899,6.2,7.0,58,False,2,65,61,61,Pass
Female,19,3,40000.0,3.0,0.813,6.8,8.0,33,False,2,23,31,12,Fail
Female,19,6,75000.0,3.9,0.972,7.8,7.0,35,False,2,50,44,42,Fail
Female,16,1,30000.0,3.2,0.872,6.6,5.0,38,False,3,42,34,44,Fail
Female,22,2,15000.0,3.2,0.913,8.8,4.0,37,False,3,67,55,43,Fail
Female,18,2,25000.0,2.7,0.863,7.5,5.0,23,False,4,40,37,39,Fail
Female,20,6,80000.0,4.1,0.893,6.2,6.0,67,False,2,49,64,68,Pass
Female,18,3,60000.0,3.2,0.876,,5.0,52,False,3,58,49,48,Fail
Female,18,6,185000.0,3.9,0.907,8.1,6.0,59,False,4,73,65,63,Pass
Male,19,2,20000.0,4.8,0.914,6.5,,33,False,2,55,45,62,Fail
Female,19,2,35000.0,3.1,0.796,8.9,4.0,44,False,3,67,52,66,Pass
Female,17,2,40000.0,2.7,0.907,7.6,4.0,45,True,2,79,55,65,Pass
Male,21,2,15000.0,2.8,0.841,9.8,5.0,50,False,2,43,62,46,Fail
Male,19,3,15000.0,3.4,0.87,8.4,3.0,58,True,2,96,87,76,Pass
Female,19,2,40000.0,2.8,0.929,7.8,4.0,37,False,2,51,44,58,Fail
Female,17,5,,3.5,0.905,8.0,3.0,75,False,5,98,63,100,Pass
Male,18,3,45000.0,3.0,0.894,8.8,4.0,50,False,3,65,55,64,Pass
Male,17,3,80000.0,3.0,0.838,8.7,3.0,68,False,4,68,77,70,Pass
Male,15,3,30000.0,3.1,0.946,8.3,6.0,36,False,2,47,42,39,Fail
Male,17,3,15000.0,4.5,0.906,8.4,4.0,43,False,3,77,71,80,Pass
Female,17,4,45000.0,4.0,0.824,8.2,4.0,32,False,2,43,47,54,Fail
Male,18,5,55000.0,4.2,0.901,7.2,8.0,79,True,3,89,82,85,Pass
Male,16,2,20000.0,2.9,0.973,7.0,4.0,60,False,3,46,48,59,Fail
Female,18,7,40000.0,4.0,0.993,8.2,4.0,82,True,2,100,100,88,Pass
Male,19,2,45000.0,3.4,1.0,7.6,6.0,39,False,4,50,53,48,Fail
Male,20,2,45000.0,3.2,0.904,7.2,5.0,53,False,2,59,41,60,Fail
Female,17,5,35000.0,4.5,0.884,6.5,6.0,18,False,3,47,31,49,Fail
Female,17,2,20000.0,3.3,0.928,10.0,3.0,40,False,3,70,65,44,Fail
Female,18,5,65000.0,3.7,0.905,7.8,4.0,45,False,3,50,68,58,Fail
Female,18,3,80000.0,3.0,0.855,6.3,4.0,60,True,4,76,75,75,Pass
Male,17,5,95000.0,3.8,0.91,7.6,5.0,37,False,3,63,66,43,Fail
Female,20,7,80000.0,5.7,1.0,8.2,5.0,82,False,3,90,99,96,Pass
Female,17,3,80000.0,3.0,0.854,8.4,5.0,50,True,3,70,66,71,Pass
Female,16,3,60000.0,4.3,0.956,8.6,5.0,38,False,3,64,68,58,Pass
Female,20,4,60000.0,3.2,0.779,6.9,5.0,58,False,4,51,58,47,Fail
Female,15,2,30000.0,2.6,0.925,9.7,4.0,42,False,2,53,48,56,Fail
Female,17,5,95000.0,4.2,0.899,6.3,,45,True,3,58,72,67,Pass
Male,18,3,25000.0,4.3,0.934,9.4,4.0,42,False,3,57,74,67,Pass
Female,17,2,35000.0,3.2,0.846,9.2,4.0,35,False,3,72,67,51,Pass
Male,19,5,80000.0,3.6,0.925,6.1,5.0,66,False,2,56,52,54,Fail
Female,19,5,70000.0,4.3,0.921,7.4,5.0,42,False,3,74,60,60,Pass
Female,18,5,95000.0,4.9,0.991,8.2,4.0,51,True,4,87,98,95,Pass
Female,18,2,15000.0,2.8,0.913,6.1,5.0,43,False,3,32,54,55,Fail
Female,17,6,130000.0,3.9,0.988,7.2,5.0,69,False,4,88,73,76,Pass
Male,22,3,50000.0,3.1,0.777,6.6,3.0,45,True,2,73,64,60,Pass
Female,17,2,60000.0,2.8,0.901,8.7,4.0,61,True,3,75,72,79,Pass
Female,19,3,25000.0,3.0,0.939,7.8,6.0,42,False,2,40,38,34,Fail
Male,19,5,,5.8,0.845,9.4,4.0,50,True,3,98,100,83,Pass
Male,17,5,40000.0,4.7,0.895,7.6,4.0,59,False,2,74,77,67,Pass
Male,20,7,85000.0,4.4,0.876,8.7,3.0,44,False,3,79,73,77,Pass
Female,16,3,60000.0,3.8,0.95,7.9,5.0,61,False,3,63,69,54,Pass
Female,18,2,25000.0,5.1,0.899,7.5,5.0,39,False,3,62,57,68,Pass
Female,18,5,155000.0,3.8,0.978,7.8,5.0,64,True,4,83,100,91,Pass
Male,17,2,30000.0,2.9,0.98,7.5,3.0,47,False,2,72,48,56,Fail
Female,16,1,15000.0,2.3,0.867,8.7,3.0,34,False,3,46,46,50,Fail
Male,17,2,15000.0,3.7,0.941,8.9,6.0,47,False,3,54,63,54,Fail
Female,19,5,95000.0,5.0,0.921,7.7,6.0,45,False,4,63,68,63,Pass
Male,19,3,55000.0,3.8,0.831,7.7,6.0,40,True,3,53,68,57,Fail
Female,20,6,80000.0,6.9,1.0,7.7,6.0,55,False,3,79,87,85,Pass
Female,15,6,70000.0,3.8,1.0,8.1,4.0,69,False,3,79,91,75,Pass
Female,16,6,140000.0,3.9,0.911,8.3,7.0,50,False,4,67,66,49,Pass
Female,17,2,40000.0,4.1,0.98,8.1,7.0,57,False,2,66,54,42,Fail
Male,18,3,30000.0,6.3,1.0,8.2,6.0,52,False,3,84,82,74,Pass
Male,20,1,15000.0,2.6,0.919,7.7,6.0,25,False,3,38,35,24,Fail
